psi
5.068988209195290223e-02
4.959459698155206653e-02
4.850341907504750888e-02
4.741647612676673507e-02
4.633389650978182728e-02
4.525580918775647804e-02
4.418234368614178814e-02
4.311363006272699028e-02
4.204979887755162099e-02
4.099098116218646837e-02
3.993730838839116420e-02
3.888891243615683058e-02
3.784592556114268341e-02
3.680848036151673081e-02
3.577670974421014172e-02
3.475074689059684530e-02
3.373072522160935199e-02
3.271677836230325181e-02
3.170904010588274091e-02
3.070764437720092943e-02
2.971272519574834348e-02
2.872441663814453289e-02
2.774285280014768956e-02
2.676816775819795477e-02
2.580049553051077041e-02
2.483997003773702125e-02
2.388672506320744376e-02
2.294089421277919344e-02
2.200261087430311138e-02
2.107200817673067494e-02
2.014921894888034928e-02
1.923437567788316427e-02
1.832761046732833340e-02
1.742905499512987372e-02
1.653884047113567471e-02
1.565709759450119656e-02
1.478395651085014084e-02
1.391954676924484803e-02
1.306399727898993959e-02
1.221743626629261288e-02
1.137999123080378656e-02
1.055178890206437230e-02
9.732955195881558969e-03
8.923615170659966386e-03
8.123892983713026580e-03
7.333911847580352507e-03
6.553793986376746372e-03
5.783660592198988995e-03
5.023631781616833512e-03
4.273826552274372602e-03
3.534362739628741160e-03
2.805356973852589451e-03
2.086924636927479058e-03
1.379179819954897074e-03
6.822352807121342044e-04
-3.797598520218775478e-06
-6.788088528317365831e-04
-1.342689976229950602e-03
-1.995333962835149459e-03
-2.636635347695440602e-03
-3.266490247195298017e-03
-3.884796399030609158e-03
-4.491453201724072627e-03
-5.086361753654191319e-03
-5.669424891571950113e-03
-6.240547228578990739e-03
-6.799635191541876164e-03
-7.346597057916605389e-03
-7.881342991958710867e-03
-8.403785080293726950e-03
-8.913837366823921041e-03
-9.411415886947022136e-03
-9.896438701063289475e-03
-1.036882592734781651e-02
-1.082849977376513367e-02
-1.127538456930392285e-02
-1.170940679440990971e-02
-1.213049511059571990e-02
-1.253858038920694501e-02
-1.293359573932405943e-02
-1.331547653478090676e-02
-1.368416044028035808e-02
-1.403958743658899680e-02
-1.438169984479298683e-02
-1.471044234959816011e-02
-1.502576202165759739e-02
-1.532760833891135335e-02
-1.561593320692312298e-02
-1.589069097819939200e-02
-1.615183847047794649e-02
-1.639933498397253692e-02
-1.663314231756176167e-02
-1.685322478391107145e-02
-1.705954922351730213e-02
-1.725208501766587257e-02
-1.743080410029220970e-02
-1.759568096873898035e-02
-1.774669269340194491e-02
-1.788381892625829153e-02
-1.800704190827155313e-02
-1.811634647566862100e-02
-1.821172006508487567e-02
-1.829315271757439923e-02
-1.836063708148321164e-02
-1.841416841418403241e-02
-1.845374458267216855e-02
-1.847936606302306647e-02
-1.849103593871244053e-02
-1.848875989780137188e-02
-1.847254622898907017e-02
-1.844240581653722524e-02
-1.839835213407050099e-02
-1.834040123725850374e-02
-1.826857175538566108e-02
-1.818288488181601242e-02
-1.808336436336063432e-02
-1.797003648855670724e-02
-1.784293007486743160e-02
-1.770207645481304548e-02
-1.754750946104412235e-02
-1.737926541036883404e-02
-1.719738308674656491e-02
-1.700190372326132113e-02
-1.679287098308873336e-02
-1.657033093947130400e-02
-1.633433205471731403e-02
-1.608492515823923413e-02
-1.582216342364843598e-02
-1.554610234492330781e-02
-1.525679971166867682e-02
-1.495431558348511714e-02
-1.463871226346706751e-02
-1.431005427084926403e-02
-1.396840831282182213e-02
-1.361384325553436497e-02
-1.324643009431045355e-02
-1.286624192309386225e-02
-1.247335390314854332e-02
-1.206784323103516493e-02
-1.164978910588645653e-02
-1.121927269600506150e-02
-1.077637710480725854e-02
-1.032118733613645103e-02
-9.853790258970627353e-03
-9.374274571548230767e-03
-8.882730764937276854e-03
-8.379251086072613333e-03
-7.863929500286385640e-03
-7.336861653357189608e-03
-6.798144833103450697e-03
-6.247877930546472981e-03
-5.686161400669105873e-03
-5.113097222795728522e-03
-4.528788860619494677e-03
-3.933341221902805947e-03
-3.326860617876781917e-03
-2.709454722365937929e-03
-2.081232530663636431e-03
-1.442304318184426011e-03
-7.927815989187684187e-04
-1.327770837161212404e-04
5.375953615785330434e-04
1.218220758108953328e-03
1.908983056087631448e-03
2.609765176946662619e-03
3.320449055534404389e-03
4.040915682333674763e-03
4.771045145676783804e-03
5.510716673933825117e-03
6.259808677650072727e-03
7.018198791609349049e-03
7.785763916799929608e-03
8.562380262260515032e-03
9.347923386783814348e-03
1.014226824045537899e-02
1.094528920600653168e-02
1.175686013995979121e-02
