kappa
0.000000000000000000e+00
-5.000000000000000278e-02
-9.765280859958802573e-02
-9.755366114754521201e-02
-9.743668637475293159e-02
-9.730190563954997651e-02
-9.714934030027513878e-02
-9.697901171526719655e-02
-9.679094124286494183e-02
-9.658515024140716665e-02
-9.636166006923266303e-02
-9.612049208468022299e-02
-9.586166764608862467e-02
-9.558520811179666010e-02
-9.529113484014313518e-02
-9.497946918946682804e-02
-9.465023251810651683e-02
-9.430344618440102133e-02
-9.393913154668909193e-02
-9.355730996330954841e-02
-9.315800279260118277e-02
-9.274123139290275930e-02
-9.230701712255308389e-02
-9.185538133989094856e-02
-9.138634540325513145e-02
-9.089993067098443846e-02
-9.039615850141764775e-02
-8.987505025289355132e-02
-8.933662728375092732e-02
-8.878091095232858165e-02
-8.820792261696530634e-02
-8.761768363599987952e-02
-8.701021536777109322e-02
-8.638553917061775334e-02
-8.574367640287862413e-02
-8.508464842289041596e-02
-8.440797992810487871e-02
-8.371355692654391945e-02
-8.300140751317802712e-02
-8.227156737965757305e-02
-8.152407988019452767e-02
-8.075899609237874310e-02
-7.997637487280405411e-02
-7.917628290738440433e-02
-7.835879475624385471e-02
-7.752399289307086716e-02
-7.667196773883130922e-02
-7.580281768974067580e-02
-7.491664913940150605e-02
-7.401357649501789926e-02
-7.309372218760540330e-02
-7.215721667611997570e-02
-7.120419844543751653e-02
-7.023481399812050996e-02
-6.924921783991663804e-02
-6.824757245893982305e-02
-6.723004829849218988e-02
-6.619682372349219857e-02
-6.514808498048152430e-02
-6.408402615119102030e-02
-6.300484909965298197e-02
-6.191076341285531304e-02
-6.080198633494052207e-02
-5.967874269495991590e-02
-5.854126482820183608e-02
-5.738979249112007019e-02
-5.622457276989666075e-02
-5.504585998268116120e-02
-5.385391557555630621e-02
-5.264900801228779986e-02
-5.143141265792392641e-02
-5.020141165631825803e-02
-4.895929380165664480e-02
-4.770535440407724925e-02
-4.643989514947995806e-02
-4.516322395362905306e-02
-4.387565481066036527e-02
-4.257750763611126837e-02
-4.126910810459932799e-02
-3.995078748228206994e-02
-3.862288245423733252e-02
-3.728573494691020396e-02
-3.593969194577939508e-02
-3.458510530840146202e-02
-3.322233157299832318e-02
-3.185173176275849644e-02
-3.047367118602891528e-02
-2.908851923257891117e-02
-2.769664916612373309e-02
-2.629843791329952371e-02
-2.489426584928656691e-02
-2.348451658028180566e-02
-2.206957672302613943e-02
-2.064983568159539651e-02
-1.922568542166789782e-02
-1.779752024248453315e-02
-1.636573654672029282e-02
-1.493073260848894711e-02
-1.349290833970494957e-02
-1.205266505502855696e-02
-1.061040523562207551e-02
-9.166532291946456398e-03
-7.721450325828604910e-03
-6.275563892030607861e-03
-4.829277759552422569e-03
-3.382996672899858323e-03
-1.937125113549430320e-03
-4.920670618411161074e-04
9.517742404706402114e-04
2.393996526778587996e-03
3.834198741069308816e-03
5.271981272028910918e-03
6.706946185583939797e-03
8.138697455656025356e-03
9.566841192911517897e-03
1.099098587129022399e-02
1.241074255210074945e-02
1.382572510547340310e-02
1.523555042896546433e-02
1.663983866311770365e-02
1.803821340376540391e-02
1.943030191091171116e-02
2.081573531397600679e-02
2.219414881323506297e-02
2.356518187728009334e-02
2.492847843631822505e-02
2.628368707115280936e-02
2.763046119768280962e-02
2.896845924676762565e-02
3.029734483931008013e-02
3.161678695641668979e-02
3.292646010450090560e-02
3.422604447520192356e-02
3.551522609999838154e-02
3.679369699940335248e-02
3.806115532663413570e-02
3.931730550565748494e-02
4.056185836351838131e-02
4.179453125686753701e-02
4.301504819261055962e-02
4.422313994260879122e-02
4.541854415236978165e-02
4.660100544367228731e-02
4.777027551107902725e-02
4.892611321229682619e-02
5.004661877331650216e-02
5.097421731619545399e-02
5.173618955934877056e-02
5.235869732570519464e-02
5.286682683862188592e-02
5.328462962154824345e-02
5.363516113813628777e-02
5.394051730068263883e-02
5.422186896659941802e-02
5.449949453499774304e-02
5.479281074838830701e-02
5.512040179791581618e-02
5.550004682441217474e-02
5.594874590184306662e-02
5.648274458440197959e-02
5.711755709354610078e-02
5.786798821664280307e-02
5.874815398457812476e-02
5.977150119164786890e-02
6.095082581728398369e-02
6.229829040564724418e-02
6.382544045581822756e-02
6.554321987223002410e-02
6.746198552208781951e-02
6.959152094379761344e-02
7.194104924786672017e-02
7.451924524932343474e-02
7.733424686842402251e-02
8.039366583425519575e-02
8.370459772378785468e-02
8.727363136698175483e-02
9.110685764666361097e-02
9.520987772009836814e-02
9.958781068742129927e-02
1.042453007303922458e-01
1.091865237432540353e-01
1.144151934758097094e-01
1.199345672071617797e-01
1.257474509668648488e-01
1.318562043185065036e-01
1.382627447189340719e-01
1.449685514644592221e-01
1.519746692333712734e-01
1.592817112319467598e-01
1.668898619488193291e-01
1.747988795200360046e-01
1.830080977043301582e-01
1.915164274650365817e-01
2.003223581516151153e-01
2.094239582698639024e-01
2.188188758255392441e-01
2.285043382211656982e-01
2.384771516802494662e-01
2.487337001667953851e-01
2.592699437608830260e-01
2.700814164429615749e-01
2.811632232303586942e-01
2.925100365991422091e-01
3.041160921127721850e-01
3.159751831658058618e-01
3.280806547361052594e-01
3.404253960223915798e-01
3.530018318254440346e-01
3.658019125105899105e-01
3.788171023662408876e-01
3.920383661479731052e-01
4.054561535699196528e-01
4.190603814749802591e-01
4.328404133825491384e-01
4.467850360771472573e-01
4.608824328636749179e-01
4.751450974653324555e-01
4.897481081784009760e-01
5.047051585696616938e-01
5.200301094868484686e-01
5.357369648144029162e-01
5.518398415343476193e-01
5.683529334564388913e-01
5.852904679472401561e-01
6.026666549594410505e-01
6.204956276427733286e-01
6.387913738086917759e-01
6.575676575252970002e-01
