kappa
-1.566970438893202158e-03
-5.138363910432814166e-03
-7.320847725107526571e-02
-4.151399999999991763e+01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
3.552713678800548261e-14
-3.552713678800643555e-14
-3.552713678800504716e-14
3.552713678800497774e-14
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
3.552713678800497774e-14
-3.552713678800605690e-14
-3.552713678800529959e-14
3.552713678800497774e-14
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
3.552713678800485152e-14
-3.552713678800586757e-14
-3.552713678800555203e-14
3.552713678800497774e-14
0.000000000000000000e+00
0.000000000000000000e+00
3.552713678800511027e-14
-6.519146520746484428e-28
-3.552713678800470637e-14
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
3.552713678800536270e-14
-3.552713678800742005e-14
-3.552713678800799434e-14
3.552713678800536270e-14
3.552713678800561514e-14
-3.552713678800767249e-14
-3.552713678800805114e-14
7.105427357601123028e-14
-3.552713678800792492e-14
-3.552713678800774191e-14
3.552713678800523017e-14
3.552713678800548261e-14
-3.552713678800774191e-14
-3.552713678800774191e-14
7.105427357601096522e-14
-3.552713678800774191e-14
-3.552713678800774191e-14
3.552713678800548261e-14
3.552713678800548261e-14
-3.552713678800799434e-14
-3.552713678800761569e-14
7.105427357601096522e-14
-3.552713678800799434e-14
-3.552713678800748947e-14
3.552713678800523017e-14
3.552713678800548261e-14
-3.552713678800748947e-14
-3.552713678800774191e-14
3.552713678800523017e-14
3.552713678800548261e-14
-3.552713678800736325e-14
-3.552713678800812056e-14
7.105427357601096522e-14
-3.552713678800761569e-14
-3.552713678800799434e-14
3.552713678800548261e-14
3.552713678800548261e-14
-3.552713678800748947e-14
-3.552713678800837300e-14
7.105427357600995548e-14
-3.552713678800698460e-14
-3.552713678800774191e-14
3.552713678800497774e-14
3.552713678800497774e-14
-3.552713678800698460e-14
-3.552713678800849921e-14
7.105427357601298470e-14
-3.552713678800849921e-14
-3.552713678800799434e-14
